Timestamp,Teilbereich der Ausbildung,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Unterbereich der Kategorie,Fachbereich,Fachbegriff,Inhalt,Fachbegriff,Definition,Erläuterung,Praxisbeispiel,Verwandte Themen,Kommentar/Bemerkung,Skizze,Lernfrage,Antwortmöglichkeit 1 (bitte hier immer die richtige Antwort),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwort 1,Antwort 2,Antwort 3,Antwort 4,Antwort 5,Antwort 6,Antwort 7,Antwort 8,Begründung,Beispielrechnung,Skizze,Antwortmöglichkeit 1 (bitte hier immer die richtige Lösung),Begründung 1,Antwortmöglichkeit 2,Begründung 2,Antwortmöglichkeit 3,Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Lernfrage,Skizze,Antwortmöglichkeit 1 (bitte richtige Wahl),Begründung 1,Antwortmöglichkeit 2 (bitte richtige Wahl),Begründung 2,"Antwortmöglichkeit 3 (falls richtig, am Anfang der Antwort mit ""R:"" beginnen)",Begründung 3,Antwortmöglichkeit 4,Begründung 4,Antwortmöglichkeit 5,Begründung 5,Skizze,Auswahl 1,Zugehörig zu Auswahl 1,Auswahl 2,Zugehörig zu Auswahl 2,Auswahl 3,Zugehörig zu Auswahl 3,Auswahl 4,Zugehörig zu Auswahl 4,Auswahl 5,Zugehörig zu Auswahl 5,Begründung,Skizze,Frage,"Antwort (Soll); bitte bei mehreren Soll, mit einem ; trennen","Antwort (Haben) bitte bei mehreren Haben, mit einem ; trennen",Begründung,Skizze (Leere Tabelle),Fragestellung,Lösung (ergänzte Tabelle),Begründung,Kommentar
25/02/2020 10:56:04,Wertschöpfungsprozesse erfolgsorientiert steuern,,,,,,,,,,Kostenarten,,,,,,Kostenarten aus der Kostenartenrechnung,Zuordnungsaufgabe,Kostenartenrechnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Einzelkosten,Sie können einem Produkt/einer Kostenstelle direkt zugeordnet werden.,Gemeinkosten,Sie sind nicht unmittelbar zurechenbar.,,,,,,,,,,,,,,,,,
25/02/2020 10:58:01,Veranstaltungen und Geschäftsreisen organisieren,,,,,,,,,,,,Geschäftsreise und Reisekostenabrechnung,,,,Reisekostenabrechnung,Richtige Reihenfolge,Reisekostenabrechnung,,,,,,,,,,,,,,,,,,Vom Antrag zur Abrechnung,,Genehmigung mittels Geschäftsreiseantrag und Aufnahme von Wünschen,Ermittlung des Reiseprofils,Vergleich und Auswahl,Erstellung der Reisedokumente,Reisekostenabrechnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:00:15,Veranstaltungen und Geschäftsreisen organisieren,,,,,,,,,,,,Geschäftsreise und Reisekostenabrechnung,,,,Reisekosten,Mehrfachantwortaufgabe,Reisekostenabrechnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was sind Reisekosten?,,Fahrtkosten,,Bewirtungskosten,,R: Übernachtungskosten,,Verwarnungs- und Bußgelder,Sie können nicht abgerechnet werden.,"Verpflegungsmehraufwendungen, wenn das Essen vom Arbeitgeber gestellt wird","Wird das Essen vom Arbeitgeber gestellt, kann man keinen Verpflegungsmehraufwand geltend machen.",,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:11:44,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Organisationsformen,Zuordnungsaufgabe,Reine Projektorganisation; Linienorganisation; Stabsorganisation; Matrixorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reine Projektorganisation,Für die Dauer des Projekts werden Leiter und Mitarbeiter aus ihren eigentlichen Positionen herausgelöst und räumlich zusammengezogen.  ,Linienorganisation,Das gesamte Projektteam gehört einer Abteilung an.,,,Stabsorganisation,Der Projektleiter aus einer Abteilung benötigt Unterstützung von Mitarbeitern aus einer anderen Abteilung.,Matrixorganisation,"Um das Projektziel zu erreichen, sind Mitarbeiter aus unterschiedlichen Abteilungen nötig.",,,,,,,,,,,
25/02/2020 11:15:10,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Reine Projektorganisation,Mehrfachantwortaufgabe,Reine Projektorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was sind Vorteile der reinen Projektorganisation?,,Volle Konzentration auf das Projekt,"Ja, da die Mitarbeiter aus ihren eigentlichen Positionen für die Dauer des Projekts rausgezogen werden.",Kurze Kommunikationswege,Da alle räumlich eng zusammenarbeiten.,Hoher Kommunikationsaufwand,"Nein, das ist bei einer anderen Organisationsform der Fall.",Abteilungsübergreifende Perspektiven,"Nein, da eine neue Infrastruktur geschaffen wird und das Projektteam für sich arbeitet.",,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:21:30,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Linienorganisation,Mehrfachantwortaufgabe,Linienorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was sind Nachteile der Linienorganisation?,,Man hat nur eine abteilungsinterne Perspektive.,"Ja, da die Mitglieder des Projektteams einer Abteilung angehören.",Man hat nicht immer ist das geeignete Personal für das Projekt in der eigenen Abteilung.,"Ja, das Problem ist dabei, dass die Mitglieder des Projektteams einer Abteilung angehören.","Organisatorischer Aufwand, da die ursprünglichen Positionen für die Dauer des Projekts neu besetzt werden müssen.","Nein, da die Mitarbeiter ihre Position nicht verlassen, sondern nur in dem Projekt arbeiten.","Projektmitarbeiter haben zwei Vorgesetzte, weil sie sowohl im Projekt als auch in ihrer vorherigen Position arbeiten.",Das ist nur in der Matrixorganisation der Fall.,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:24:44,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Stabsorganisation,Mehrfachantwortaufgabe,Stabsorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was sind die Vorteile einer Stabsorganisation?,,Man hat eine abteilungsübergreifende Perspektive.,"Ja, da das Projektteam aus Mitarbeitern anderer Abteilung besteht.",Es werden keine Veränderungen in bestehenden Organisationen vorgenommen.,"Ja, da die Mitarbeiter ihre Position nicht verlassen, sondern nur in dem Projekt arbeiten.",Kurze Kommunikationswege,"Nein, da mit verschiedenen Abteilungen zusammengearbeitet wird.",Bei Auflösung des Projektteams ist die Rückkehr auf den alten Arbeitsplatz schwierig.,"Nein, da die Mitarbeiter ihre Position nicht verlassen, sondern nur in dem Projekt arbeiten.",,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:27:11,Ein Projekt planen und durchführen,,,,,,,,,,,,,Projektmanagement,,,Matrixorganisation,Mehrfachantwortaufgabe,Matrixorganisation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Was sind Nachteile der Matrixorganisation?,,Man hat einen hohen Kommunikationsaufwand.,"Ja, da die Mitarbeiter aus unterschiedlichen Abteilungen stammen.","Die Projektmitarbeiter haben zwei Vorgesetzte, weil sie sowohl im Projekt als auch in ihrer vorherigen Position arbeiten.",Die Mitarbeiter werden nicht aus ihren Positionen herausgelöst.,Projektleiter hat keine starke Position.,Das ist nicht richtig. Anders als bei der Stabsorganisation haben die Projektleiter nicht nur eine koordinierende Funktion.,Man hat nur eine abteilungsinterne Perspektive.,"Nein, die Mitarbeiter stammen aus unterschiedlichen Abteilungen.",,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:29:11,Sonstiges,,,,,,,,,,,,,,Firma,,Firmengrundsätze,Zuordnungsaufgabe,Firmengrundsätze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Firmenöffentlichkeit,Die Firma muss ins Handelsregister eingetragen werden.,Firmenbeständigkeit,Bei einem Inhaberwechsel kann die bisherige Firma fortgeführt werden.,,,Firmenunterscheidbarkeit,Firmen im selben Ort oder in derselben Gemeinde müssen sich deutlich voneinander unterscheiden.,Firmenwahrheit,Die Firma muss zur Kennzeichnung des Kaufmanns geeignet sein und mit der erwähnten Berufung übereinstimmen.,,,,,,,,,,,
25/02/2020 11:31:51,Sonstiges,,,,,,,,,,,,,,Firma,,Firmenarten,Zuordnungsaufgabe,Firmenarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personenfirma,Hans Meier GmbH,Sachfirma ,Fahrrad AG,,,Fantasiefirma,My Eight GmbH,Mischfirma ,Meier Fahrrad AG,,,,,,,,,,,
25/02/2020 11:38:54,Sonstiges,,,,,,,,,,,,,,Rechtsformen von Unternehmen,,Unternehmensformen,Zuordnungsaufgabe,Firmenarten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aktiengesellschaft,Das Grundkapital ist in Aktien zerlegt.,Offene Handelsgesellschaft,Gründung durch mindestens zwei Beteiligte.,,,Kommanditgesellschaft,Zusammenschluss durch mindestens einen persönlich haftenden Gesellschafter und mindestens einen beschränkt haftenden Gesellschafter.,Gesellschaft mit beschränkter Haftung,Es findet eine Trennung der privaten Haftung und der unternehmerischen Tätigkeit statt.,,,,,,,,,,,
25/02/2020 11:43:33,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Handelsvollmacht,Mehrfachwahlaufgabe (Multiple Choice),Handelsvollmacht,,,,,,,Welche Aussage zur Handelsvollmacht stimmt?,"Erlaubnis und Recht, in fremdem Namen gültige Rechtsgeschäfte abzuschließen.",,Der Umfang von Handelsvollmachten wird gesetzlich geregelt,"Nein, der Umfang wird durch den Vollmachtgeber bestimmt.",Handelsvollmachten werden durch Mitarbeiter erteilt.,"Nein, sie werden durch Kaufleute oder Prokuristen erteilt.",Die Eintragung ins Handelsregister ist erforderlich.,"Nein, Handelsvollmachten müssen nicht ins Handelsregister eingetragen werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:48:21,Sonstiges,,,,,,,,,,,,,,Handelsvollmachten und Prokura,,Prokura,Mehrfachwahlaufgabe (Multiple Choice),Prokura,,,,,,,Welche Aussagen zu Prokura stimmt?,Die Prokura ist die umfassendste Art der gesetzlich geregelten Vollmacht.,Ja!,Prokura muss nicht im Handelsregister eingetragen werden.,"Doch, die Eintragung ist gesetzlich verpflichtend.",Prokura kann durch Kaufleute erteilt werden.,"Nein, die Erteilung der Prokura erfolgt durch den Geschäftsführer oder einen Vertreter.",Prokura kann gegenüber Dritten beschränkt werden.,"Nein, das ist nicht möglich, da sie gesetzlich geregelt ist.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 11:51:09,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Eintrag ins Handelsregister,Zuordnungsaufgabe,Eintragung ins Handelsregister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deklaratorisch,Bedeutung: rechtserklärend oder rechtsbekundend,Konstitutiv,Bedeutung: rechtserzeugend oder rechtsbegründend,,,Rechtserzeugend,Durch den Eintrag ins Handelsregister tritt die Rechtskraft erst ein.,Rechtserklärend ,"Es ist lediglich eine Bekanntgabe, es ändert sich aber dadurch nichts.",,,,,,,,,,,
25/02/2020 11:53:36,Sonstiges,,,,,,,,,,,,,,Kaufmannsarten,,Kaufmannsarten,Zuordnungsaufgabe,Ist-Kaufmann; Form-Kaufmann; Fiktiv-Kaufmann; Kann-Kaufmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ist-Kaufmann,"Jede natürliche Person, die ein Gewerbe betreibt, welches den Kaufmannsstatus erfordert.",Form-Kaufmann,Kaufmann kraft Rechtsform.,,,Fiktiv-Kaufleute,Versehentliche Eintragung ins Handelsregister.,Kann-Kaufmann,"Freiwilliger Eintrag ins Handelsregister, wird durch die Eintragung Kaufmann.",,,,,,,,,,,
25/02/2020 11:55:56,Sonstiges,,,,,,,,,,,,,,Datenschutz und -sicherung,,Datenschutz: Rechte und Pflichten von Betroffenen,Zuordnungsaufgabe,Rechte von Betroffenen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auskunftsrecht,Wer besitzt welche Daten über mich und an wen werden sie weitergegeben?,Benachrichtigungsrecht,"Man muss darüber informiert werden, wenn erstmals personenbezogene Daten gespeichert werden.",,,Löschungsrecht,Unzulässig Gespeichertes muss gelöscht werden.,Sperrungsrecht,Wenn sie nicht mehr für den ursprünglichen Zweck erforderlich sind.,,,,,,,,,,,
25/02/2020 12:48:08,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Termine koordinieren und organisieren,,,,,,,,,,,,,,Termine koordinieren und organisieren,Artikel/Definition/Beispiel,Termine koordinieren,"Feste Termine wiederholen sich, und können langfristig in den Terminplan berücksichtigt werden. Bewegliche Termine werden kurzfristig geplant und müssen dann mit den bereits vorhandenen festen Terminen in Einklang gebracht werden. Es sollte keine Terminüberschneidungen geben.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 12:50:37,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Termine koordinieren und organisieren,,,,,,,,,,,,,,Termine koordinieren und organisieren,Artikel/Definition/Beispiel,Termine überwachen,"Termine sollten stetig Überwacht werden:
- Können alle Teilnehmer an dem Datum des Termins?
- Haben alle zugesagt?
- Muss der Termin verschoben werden, wenn eine wichtige Person nicht kann?
- Ist jeder über den Ort und die Zeit des Termins informiert?
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 12:52:22,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Termine koordinieren und organisieren,,,,,,,,,,,,,,Termine koordinieren und organisieren,Artikel/Definition/Beispiel,Terminabweichungen,"- Flexibel vorher Ausweichtermine auswählen.
- Deadline für Ab- und Zusagen geben, um Alternativen zu suchen und um eine gute Planung zu ermöglichen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 12:55:24,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Termine koordinieren und organisieren,,,,,,,,,,,,,,Termine koordinieren und organisieren,Artikel/Definition/Beispiel,Terminarten,"Nach Flexibilität:
- Feste Termine: Jubiläum, Steuerzahlung
- Variable Termine: Besprechungstermine

Nach der Priorität:
- Dringende Termine: Rechnungen bezahlen
- Wichtige Termine: Verhandlungen
- Zukunftsentscheidende Termine: Vorstellungsgespräch

Nach Fristen:
- Kurzfristige Termine
- Mittelfristige Termine
- Längerfristige Termine
- Langfristige Termine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:00:31,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Termine koordinieren und organisieren,,,,,,,,,,,,,,Termine koordinieren und organisieren,Artikel/Definition/Beispiel,Hilfsmittel der Terminplanung,"- Terminkalender 
- Terminplaner
- Terminmappe
- Terminkartei
- Planungstafel
- Elektronischer Terminkalender","Durch den digitalen Terminkalender lassen sich Termin einfach und effizient planen.
Man kann Teilnehmer einladen und Räume gleichzeitig in einem Termin buchen. Dazu kann man vorab in die Kalender der Teilnehmer einsehen, um einen Zeitraum zu finden an dem alle können. Wenn der Termin eingestellt ist, wird man 15 Minuten vorher informiert das der Termin gleich stattfindet und wo. Außerdem lässt sich noch ein Text für die Einladung einfügen oder auch diverse Anhänge.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:13:44,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Verwaltung von Dokumenten (Aufbewahrungspflichten),,,,,,,,,,,,,,Verwaltung von Dokumenten (Aufbewahrungsfristen),Artikel/Definition/Beispiel,Aufbewahrungsfristen,Aufbewahrungsfristen sind für viele Geschäftsunterlagen gesetzlich vorgeschrieben. Sowohl eine zu frühe als auch eine zu späte Vernichtung bzw. Löschung von Dokumenten und Daten kann gegen gesetzliche Regelungen verstoßen.,"Gesetzliche Grundlagen der Aufbewahrung:
- Handelsrecht (HGB)
- Steuerrecht  (I AO)","- Tageswert z.B. Werbeprospekte keine Aufbewahrung
- Prüfwert z.B. Angebote ohne Auftragsfolge: betriebliche Aufbewahrung einen Monat bis 3 Jahre.
- Gesetzeswert z.B. Belege, Bilanz: Aufbewahrung je nach gesetzlicher Vorschrift sechs bis zehn Jahre.
- Archivwert z.B. Gesellschaftsvertrag, Gründungsaktien: unbegrenzte Aufbewahrung
Aufbewahrungspflicht beträgt 10 Jahre für Handelsbücher, Inventare, Bilanzen und Buchungsbelege.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:19:54,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Verwaltung von Dokumenten (Aufbewahrungspflichten),,,,,,,,,,,,,,Verwaltung von Dokumenten (Aufbewahrungsfristen),Artikel/Definition/Beispiel,Dokumente mit 6 Jahren Aufbewahrungspflicht,"- empfangene Handels- oder Geschäftsbriefe, 
- Wiedergaben von versandten Handels- oder Geschäftsbriefen,
- sonstige Unterlagen, die für die Besteuerung von Bedeutung sind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 13:50:30,Büroprozesse gestalten und Arbeitsvorgänge organisieren,,Verwaltung von Dokumenten (Aufbewahrungspflichten),,,,,,,,,,,,,,Verwaltung von Dokumenten (Aufbewahrungsfristen),Artikel/Definition/Beispiel,Dokumente mit 10 Jahren Aufbewahrungspflicht,"- Bücher und Aufzeichnungen
- Inventare
- Jahresabschlüsse
- Lageberichte
- Eröffnungsbilanz
- Buchungsbelege
- ausgestellte und empfangene Rechnungen
- Handelsbücher
- Arbeitsanweisungen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 14:22:01,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Geschäftsfähigkeit,,,,,,,,,,,,Geschäftsfähigkeit,Artikel/Definition/Beispiel,Geschäftsfähigkeit,"Geschäftsfähigkeit ist die Fähigkeit, gültige Rechtsgeschäfte (z. B. Verträge) abschließen zu können.","- Rechtsgeschäfte für Kinder bis 7 Jahren sind nichtig= ungültig, eine Ausnahme sind Botengänge

- die beschränkte Geschäftsfähigkeit gilt für Jugendliche zwischen 7 und 18 Jahren. Rechtsgeschäfte sind schwebend unwirksam, sie benötigen die Zustimmung der Eltern damit sie gültig sind. Wenn die Eltern nicht einverstanden sind, dann sind die Rechtsgeschäfte ungültig.
Ausnahmen:
-Verträge im Rahmen der monatlich frei überlassenen Mittel (Taschengeld) ohne sparen,
- Geschenke annehmen, die keine Folgekosten mit sich bringen, 
- Verträge im Rahmen des genehmigten Ausbildungs- / Arbeitsvertrags einschließlich der Kündigung des Arbeitsvertrages und 
- Verträge im Rahmen der genehmigten Selbständigkeit. 
Immer nichtig sind Ratenkäufe und Kündigungen.

- die volle Geschäftsfähigkeit gilt für Erwachsene ab 18 Jahren, Rechtsgeschäfte sind gültig.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 14:27:02,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Rechtsfähigkeit,,,,,,,,,,,,Rechtsfähigkeit ,Artikel/Definition/Beispiel,Rechtsfähigkeit ,"Rechtsfähigkeit ist die Fähigkeit von Personen, Trägern von Rechten und Pflichten sein zu können. Rechtsfähig sind natürliche Personen und juristische Personen. ","Für natürliche Personen beginnt die Rechtsfähigkeit mit der Geburt und endet mit dem Tod eines Menschen.

Juristische Personen (Vereinigung von Menschen):

- Juristische Personen des privaten Rechts sind GmbH, AG oder Vereine: Beginn der Rechtsfähigkeit mit dem Eintrag in das entsprechende Register z. B. Handelsregister, Vereinsregister. Die Rechtsfähigkeit endet mit der Löschung aus dem Register.

-Juristische Personen des öffentlichen Rechts sind Bund, Land, Gemeinde oder die IHK und gesetzliche Krankenkassen. Die Rechtsfähigkeit beginnt mit der staatlichen Verleihung und endet mit dem staatlichen Entzug.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 15:21:16,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Rechtsgeschäfte,,,,,,,,,,,,Rechtsgeschäft,Artikel/Definition/Beispiel,Rechtsgeschäft,"Ein Rechtsgeschäft ist ein Tatbestand, der aus mindestens einer Willenserklärung besteht und eine Rechtsfolge herbeiführt. Es wird zwischen einseitigen und mehrseitigen Rechtsgeschäften unterschieden.","Einseitige Rechtsgeschäfte: es ist nur die Willenserklärung von einer Person erforderlich

- Kündigung: ist empfangsbedürftig, also erst gültig, wenn diese in den Herrschaftsbereich des Empfängers gelangt ist oder hätte gelangen können.

- Testament: ist nicht empfangsbedürftig.

Mehrseitige Rechtsgeschäfte: es sind die Willenserklärungen von mehreren Personen erforderlich.

- Schenkungsvertrag: ist nur einseitig verpflichtend, es wird ein Schuldner, der die Leistung erbringt und ein Gläubiger benötigt, der die Leistung annimmt. 

- Kaufvertrag: ist mehrseitig verpflichtend, es werden zwei Schuldner benötig, die die Leistung erbringen benötigt. Also ein Verkäufer, der die Ware liefert und ein Kunde, der bezahlt. Dazu werden zwei Gläubiger benötigt, die die Leistung annehmen. Ein Verkäufer, der das Geld annimmt und einen Käufer, der die Ware annimmt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 16:00:57,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Kaufvertragsarten,,,,,,,,,,,,Kaufvertragsarten,Artikel/Definition/Beispiel,Kaufvertragsarten,"-nach der Rechtsstellung und dem Sitz des Vertragspartners
-nach Art, Güte und Beschaffenheit
-nach den Lieferbedingungen","nach der Rechtsstellung und dem Sitz des Vertragspartners:
- bürgerlicher Kauf: zwischen zwei Privatpersonen
- zweiseitiger Handelskauf: zwischen zwei Kaufleuten
- einseitiger Handelskauf: zwischen einer Privatperson und einem Kaufmann, wenn der Käufer eine Privatperson ist, wird dieser Handelskauf auch als Verbrauchsgüterkauf bezeichnet.
- Platzkauf: am selben Ort
- Distanzkauf: an unterschiedlichen Orten
- Versendungskauf: Distanzkauf bei dem der Verkäufer die Ware auf Wunsch des Kunden, zum Kunden liefern lässt.

nach Art, Güte und Beschaffenheit:
- Gattungskauf: Rechtsobjekte (vertretbare Sachen)
- Stückkauf: nicht vertretbare Sachen
- Kauf auf Probe: Rückgaberecht
- Kauf zur Probe: zuerst kleine Menge kaufen zu Testzwecken
- Spezifikationskauf: bestimmte Eigenschaften werden nach Abschluss des Kaufvertrags näher festgelegt.
- Ramschkauf: Kauf eines ""Pakets"" von Sachen, ohne die einzelnen Sachen des Pakets auswählen oder reklamieren zu können.

nach den Lieferbedingungen:
- Terminkauf: 16. KW 2020
- Fixkauf: muss speziell gekennzeichnet sein durch die Wörter ""fix"" oder ""fest"" oder ähnliche Begriffe
- Zweckkauf: wenn der Liefertermin sich aus dem Zweck ergibt z. B. Osterhasen zu Ostern
- Kauf auf Abruf: Käufer legt fest, wann einzelne Teilmengen geliefert werden sollen.
- Streckengeschäft: Verkäufer --> Kaufvertrag --> Hersteller
                                  Kaufvertrag     Kunde               Ware
- Kommissionskauf: Rückgabe der nicht verkauften Sachen. Abrechnung erst hinterher (es werden nur die Sachen berechnet, die tatsächlich gekauft werden.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 16:09:55,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Inhalte eines Kaufvertrags,,,,,,,,,,,,Inhalte eines Kaufvertrags,Artikel/Definition/Beispiel,Inhalte eines Kaufvertrags,"wird festgelegt durch:
- individuelle Vereinbarungen 
- Allgemeine Geschäftsbedingungen
- gesetzliche Regelungen

geregelt werden:
- Art und Güte der Ware
- Lieferzeitpunkt und Zahlungszeitpunkt
- Verpackungskosten
- Beförderungskosten
- Preis der Ware
- Erfüllungsort (Wann gilt die Leistung als erbracht?)
- Gerichtsstand (welches Gericht ist zuständig?)

gesetzliche Regelungen:
- Güte der Ware: mittlere Güte
- Lieferzeitpunkt: sofort
- Zahlungszeitpunkt: sofort
- Verpackungskosten: zahlt der Verkäufer und Versandverpackungen zahlt der Käufer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2020 16:36:50,Sachgüter und Dienstleistungen beschaffen und Verträge schließen,,,,Inhalte eines Kaufvertrags,,,,,,,,,,,,Inhalte eines Kaufvertrags,Artikel/Definition/Beispiel,Beförderungskosten und Lieferbedingungen,"Die gesetzliche Regelung besagt, dass der Käufer die Frachtkosten trägt.

vertragliche Regelungen:
- ab Werk
- ab hier / unfrei (gesetzliche Regelung)
- frei Waggon / frei Schiff / frei Flugzeug
- frei dort / frachtfrei / frei
- frei Haus / frei Lager / frei Fabrik","- ab Werk: der Käufer zahlt ab dem Werk alle Kosten des Transports.
- unfrei: der Verkäufer übernimmt das Rollgeld I zu Verladestation, der Käufer zahlt die Verladekosten, Frachtkosten und die Kosten der Anfuhr vom Bahnhof zum Firmensitz (Rollgeld II).
- frei Waggon: der Verkäufer übernimmt das Rollgeld I und die Verladekosten.
- frachtfrei: der Verkäufer trägt alle Kosten bis ""Bahnhof dort "", der Käufer trägt das Rollgeld II.
- frei Haus: Der Verkäufer trägt alle Transportkosten.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
